ID,Game ID,Date,Season,Minute,Opponent,Play Type,Shot Attempt,Shot Distance,Shot Outcome,xG,Number of Passes,Second Chance,Play Context,Location on Field,Outcome,Success,Win Impact,Assist Type,Final Third Entry,Play Speed,Player Involvement,Phase of Match
2797,507,2012-11-03,2013,82,Maroon Stallions,Counterattack,Yes,8,Saved by GK,0.4,3,No,Set Piece,Central inside box,Goal,No,3,Cross,No,Quick Attack,Midfielder,Late
2798,507,2012-11-03,2013,28,Maroon Stallions,Corner,Yes,28,Saved by GK,0.06,3,No,Set Piece,Right wing midfield,Goal,No,3,Through Ball,No,Slow Build-up,Winger,Early
2799,507,2012-11-03,2013,5,Maroon Stallions,Shot Attempt,Yes,24,Goal,0.12,3,Yes,Fast Break,Left wing close to box,Goal,Yes,3,Cross,Yes,Quick Attack,Striker,Early
2800,507,2012-11-03,2013,88,Maroon Stallions,Shot Attempt,Yes,28,On Target,0.18,3,Yes,Set Piece,Left wing close to box,Saved by GK,Yes,2,Cross,Yes,Quick Attack,Defender,Late
2801,507,2012-11-03,2013,76,Maroon Stallions,Counterattack,Yes,17,On Target,0.29,1,No,Fast Break,Right wing inside box,Saved by GK,Yes,2,None,No,Slow Build-up,Winger,Late
2802,508,2012-11-06,2013,20,Navy Seals,Shot Attempt,Yes,23,Missed,0.19,2,No,Open Play,Right wing close to box,Turnover,No,-1,Through Ball,No,Slow Build-up,Striker,Early
2803,508,2012-11-06,2013,74,Navy Seals,Shot Attempt,Yes,17,Missed,0.36,2,No,Set Piece,Left wing inside box,Turnover,No,-1,Cross,No,Quick Attack,Midfielder,Late
2804,508,2012-11-06,2013,53,Navy Seals,Pass Sequence,No,,,0.0,3,No,Fast Break,Central outside box,Retained Possession,Yes,1,None,No,Quick Attack,Striker,Middle
2805,508,2012-11-06,2013,4,Navy Seals,Corner,Yes,30,Missed,0.12,1,Yes,Fast Break,Right wing inside box,Turnover,No,-1,None,Yes,Slow Build-up,Striker,Early
2806,508,2012-11-06,2013,7,Navy Seals,Counterattack,Yes,9,Saved by GK,0.61,3,Yes,Fast Break,Central inside box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Defender,Early
2807,508,2012-11-06,2013,7,Navy Seals,Pass Sequence,No,,,0.0,5,No,Open Play,Central midfield,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Winger,Early
2808,509,2012-11-08,2013,83,Forest Rangers,Corner,Yes,17,On Target,0.23,2,No,Open Play,Right wing close to box,Saved by GK,Yes,2,Cutback,No,Slow Build-up,Striker,Late
2809,509,2012-11-08,2013,76,Forest Rangers,Counterattack,Yes,9,Goal,0.51,1,Yes,Set Piece,Central midfield,Goal,Yes,3,Cross,No,Slow Build-up,Midfielder,Late
2810,509,2012-11-08,2013,46,Forest Rangers,Pass Sequence,No,,,0.0,1,No,Set Piece,Central outside box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Defender,Middle
2811,509,2012-11-08,2013,82,Forest Rangers,Free Kick,Yes,11,On Target,0.26,3,Yes,Fast Break,Central outside box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Defender,Late
2812,509,2012-11-08,2013,37,Forest Rangers,Free Kick,Yes,19,Missed,0.21,3,No,Fast Break,Right wing midfield,Turnover,No,-1,Cutback,Yes,Quick Attack,Winger,Middle
2813,509,2012-11-08,2013,50,Forest Rangers,Corner,Yes,23,Saved by GK,0.16,1,No,Open Play,Central inside box,Goal,No,3,Cross,Yes,Slow Build-up,Winger,Middle
2814,510,2012-11-09,2013,82,Thunder FC,Corner,Yes,8,Missed,0.51,2,Yes,Fast Break,Central outside box,Turnover,No,-1,Through Ball,Yes,Quick Attack,Winger,Late
2815,510,2012-11-09,2013,31,Thunder FC,Pass Sequence,No,,,0.0,4,Yes,Open Play,Right wing midfield,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Winger,Middle
2816,510,2012-11-09,2013,83,Thunder FC,Free Kick,Yes,21,Missed,0.13,3,No,Set Piece,Left wing outside box,Turnover,No,-1,Cross,No,Slow Build-up,Midfielder,Late
2817,510,2012-11-09,2013,55,Thunder FC,Counterattack,Yes,6,Missed,0.58,2,No,Set Piece,Left wing midfield,Turnover,No,-1,None,Yes,Quick Attack,Midfielder,Middle
2818,510,2012-11-09,2013,52,Thunder FC,Corner,Yes,26,Missed,0.09,2,Yes,Set Piece,Left wing outside box,Turnover,No,-1,Cross,Yes,Quick Attack,Midfielder,Middle
2819,510,2012-11-09,2013,11,Thunder FC,Free Kick,Yes,25,Saved by GK,0.13,2,Yes,Open Play,Left wing close to box,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Winger,Early
2820,511,2012-11-20,2013,62,Phoenix United,Free Kick,Yes,28,Saved by GK,0.17,3,Yes,Set Piece,Right wing inside box,Turnover,No,-1,None,Yes,Slow Build-up,Midfielder,Late
2821,511,2012-11-20,2013,39,Phoenix United,Shot Attempt,Yes,11,On Target,0.17,3,Yes,Open Play,Right wing outside box,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Midfielder,Middle
2822,511,2012-11-20,2013,59,Phoenix United,Counterattack,Yes,6,On Target,0.55,3,Yes,Set Piece,Left wing close to box,Saved by GK,Yes,2,Cutback,No,Slow Build-up,Defender,Middle
2823,511,2012-11-20,2013,24,Phoenix United,Corner,Yes,13,Missed,0.16,1,No,Fast Break,Central midfield,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Winger,Early
2824,511,2012-11-20,2013,3,Phoenix United,Free Kick,Yes,23,On Target,0.08,3,No,Set Piece,Central outside box,Saved by GK,Yes,2,None,Yes,Quick Attack,Winger,Early
2825,511,2012-11-20,2013,19,Phoenix United,Free Kick,Yes,29,Saved by GK,0.09,1,No,Set Piece,Left wing close to box,Turnover,No,-1,None,Yes,Quick Attack,Striker,Early
2826,512,2012-11-30,2013,79,Storm Rovers,Corner,Yes,25,Goal,0.08,1,Yes,Set Piece,Left wing midfield,Goal,Yes,3,Cutback,Yes,Slow Build-up,Striker,Late
2827,512,2012-11-30,2013,13,Storm Rovers,Pass Sequence,No,,,0.0,6,No,Open Play,Left wing outside box,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Defender,Early
2828,512,2012-11-30,2013,7,Storm Rovers,Pass Sequence,No,,,0.0,7,No,Fast Break,Left wing inside box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Winger,Early
2829,512,2012-11-30,2013,42,Storm Rovers,Shot Attempt,Yes,18,Missed,0.1,1,Yes,Open Play,Right wing outside box,Turnover,No,-1,Cutback,No,Quick Attack,Midfielder,Middle
2830,512,2012-11-30,2013,85,Storm Rovers,Counterattack,Yes,23,On Target,0.05,1,No,Open Play,Right wing close to box,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Defender,Late
2831,512,2012-11-30,2013,50,Storm Rovers,Pass Sequence,No,,,0.0,6,No,Set Piece,Right wing close to box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Striker,Middle
2832,513,2012-12-04,2013,74,Eagle City,Corner,Yes,7,Goal,0.53,2,Yes,Set Piece,Left wing outside box,Goal,Yes,3,Cutback,Yes,Quick Attack,Winger,Late
2833,513,2012-12-04,2013,81,Eagle City,Pass Sequence,No,,,0.0,3,Yes,Open Play,Left wing inside box,Retained Possession,Yes,1,Cutback,Yes,Slow Build-up,Winger,Late
2834,513,2012-12-04,2013,52,Eagle City,Pass Sequence,No,,,0.0,7,Yes,Fast Break,Right wing outside box,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Winger,Middle
2835,513,2012-12-04,2013,35,Eagle City,Pass Sequence,No,,,0.0,4,Yes,Fast Break,Left wing outside box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Striker,Middle
2836,513,2012-12-04,2013,18,Eagle City,Corner,Yes,15,Goal,0.2,2,No,Fast Break,Central outside box,Goal,Yes,3,Through Ball,Yes,Slow Build-up,Defender,Early
2837,514,2012-12-07,2013,73,Lightning Athletic,Pass Sequence,No,,,0.0,6,Yes,Fast Break,Right wing inside box,Retained Possession,Yes,1,Cross,Yes,Quick Attack,Striker,Late
2838,514,2012-12-07,2013,83,Lightning Athletic,Pass Sequence,No,,,0.0,5,Yes,Fast Break,Left wing close to box,Retained Possession,Yes,1,Cutback,Yes,Slow Build-up,Striker,Late
2839,514,2012-12-07,2013,37,Lightning Athletic,Pass Sequence,No,,,0.0,2,Yes,Fast Break,Right wing outside box,Retained Possession,Yes,1,Through Ball,Yes,Quick Attack,Winger,Middle
2840,514,2012-12-07,2013,22,Lightning Athletic,Free Kick,Yes,15,Missed,0.1,1,Yes,Fast Break,Central inside box,Turnover,No,-1,None,No,Slow Build-up,Striker,Early
2841,514,2012-12-07,2013,20,Lightning Athletic,Pass Sequence,No,,,0.0,5,No,Set Piece,Left wing close to box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Winger,Early
2842,515,2012-12-19,2013,89,Firestorm FC,Corner,Yes,9,Saved by GK,0.46,3,Yes,Open Play,Right wing close to box,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Defender,Late
2843,515,2012-12-19,2013,40,Firestorm FC,Shot Attempt,Yes,27,Goal,0.2,2,Yes,Open Play,Central outside box,Goal,Yes,3,None,Yes,Quick Attack,Midfielder,Middle
2844,515,2012-12-19,2013,8,Firestorm FC,Corner,Yes,15,Missed,0.17,2,No,Fast Break,Left wing inside box,Turnover,No,-1,Cross,No,Quick Attack,Winger,Early
2845,515,2012-12-19,2013,2,Firestorm FC,Counterattack,Yes,9,On Target,0.52,2,No,Open Play,Right wing close to box,Saved by GK,Yes,2,Cross,Yes,Quick Attack,Midfielder,Early
2846,515,2012-12-19,2013,41,Firestorm FC,Counterattack,Yes,29,On Target,0.07,3,No,Set Piece,Central inside box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Striker,Middle
2847,516,2012-12-25,2013,18,Crimson Wolves,Corner,Yes,28,Missed,0.15,3,No,Fast Break,Central midfield,Turnover,No,-1,Through Ball,No,Slow Build-up,Striker,Early
2848,516,2012-12-25,2013,70,Crimson Wolves,Free Kick,Yes,20,Missed,0.12,2,No,Open Play,Right wing inside box,Turnover,No,-1,None,Yes,Quick Attack,Midfielder,Late
2849,516,2012-12-25,2013,90,Crimson Wolves,Pass Sequence,No,,,0.0,6,Yes,Open Play,Right wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Defender,Late
2850,516,2012-12-25,2013,18,Crimson Wolves,Shot Attempt,Yes,13,Missed,0.23,2,Yes,Set Piece,Right wing close to box,Turnover,No,-1,Cross,Yes,Slow Build-up,Defender,Early
2851,516,2012-12-25,2013,30,Crimson Wolves,Corner,Yes,22,On Target,0.15,1,Yes,Fast Break,Left wing inside box,Saved by GK,Yes,2,Cross,No,Quick Attack,Midfielder,Early
2852,516,2012-12-25,2013,59,Crimson Wolves,Corner,Yes,25,Saved by GK,0.13,2,Yes,Set Piece,Left wing inside box,Turnover,No,-1,Cutback,No,Quick Attack,Striker,Middle
2853,517,2012-12-30,2013,75,Golden Lions,Counterattack,Yes,7,Goal,0.62,3,Yes,Fast Break,Central outside box,Goal,Yes,3,Cross,No,Quick Attack,Winger,Late
2854,517,2012-12-30,2013,60,Golden Lions,Pass Sequence,No,,,0.0,6,Yes,Set Piece,Right wing close to box,Retained Possession,Yes,1,None,No,Slow Build-up,Winger,Late
2855,517,2012-12-30,2013,1,Golden Lions,Corner,Yes,22,On Target,0.13,3,No,Open Play,Right wing outside box,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Defender,Early
2856,517,2012-12-30,2013,17,Golden Lions,Pass Sequence,No,,,0.0,4,Yes,Set Piece,Left wing close to box,Retained Possession,Yes,1,Cutback,Yes,Slow Build-up,Winger,Early
2857,517,2012-12-30,2013,46,Golden Lions,Shot Attempt,Yes,28,Missed,0.07,2,No,Set Piece,Central outside box,Turnover,No,-1,Cross,Yes,Quick Attack,Winger,Middle
2858,517,2012-12-30,2013,79,Golden Lions,Pass Sequence,No,,,0.0,6,No,Open Play,Left wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Striker,Late
2859,518,2013-01-07,2013,4,Silver Hawks,Corner,Yes,18,Saved by GK,0.19,1,Yes,Set Piece,Left wing outside box,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Striker,Early
2860,518,2013-01-07,2013,33,Silver Hawks,Pass Sequence,No,,,0.0,8,Yes,Set Piece,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Midfielder,Middle
2861,518,2013-01-07,2013,54,Silver Hawks,Free Kick,Yes,21,Saved by GK,0.18,1,Yes,Fast Break,Left wing inside box,Turnover,No,-1,None,Yes,Quick Attack,Defender,Middle
2862,518,2013-01-07,2013,9,Silver Hawks,Corner,Yes,24,Missed,0.1,2,No,Fast Break,Right wing close to box,Turnover,No,-1,Cutback,Yes,Quick Attack,Striker,Early
2863,518,2013-01-07,2013,21,Silver Hawks,Free Kick,Yes,28,On Target,0.19,2,Yes,Set Piece,Left wing outside box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Midfielder,Early
2864,519,2013-01-14,2013,14,Blue Sharks,Pass Sequence,No,,,0.0,7,Yes,Open Play,Central inside box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Striker,Early
2865,519,2013-01-14,2013,4,Blue Sharks,Counterattack,Yes,22,Goal,0.13,1,Yes,Fast Break,Central midfield,Goal,Yes,3,Cutback,No,Quick Attack,Striker,Early
2866,519,2013-01-14,2013,6,Blue Sharks,Counterattack,Yes,7,Missed,0.49,3,No,Open Play,Right wing midfield,Turnover,No,-1,None,No,Quick Attack,Midfielder,Early
2867,519,2013-01-14,2013,67,Blue Sharks,Shot Attempt,Yes,18,Goal,0.23,3,No,Fast Break,Left wing midfield,Goal,Yes,3,Cross,Yes,Quick Attack,Winger,Late
2868,519,2013-01-14,2013,73,Blue Sharks,Corner,Yes,23,Saved by GK,0.18,1,Yes,Fast Break,Left wing inside box,Goal,No,3,Cutback,Yes,Slow Build-up,Defender,Late
2869,520,2013-01-25,2013,28,Green Dragons,Counterattack,Yes,14,On Target,0.14,1,No,Set Piece,Central outside box,Saved by GK,Yes,2,None,Yes,Slow Build-up,Defender,Early
2870,520,2013-01-25,2013,1,Green Dragons,Pass Sequence,No,,,0.0,1,No,Open Play,Left wing outside box,Retained Possession,Yes,1,None,Yes,Slow Build-up,Winger,Early
2871,520,2013-01-25,2013,43,Green Dragons,Free Kick,Yes,23,On Target,0.07,3,No,Open Play,Right wing close to box,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Defender,Middle
2872,520,2013-01-25,2013,89,Green Dragons,Free Kick,Yes,9,Goal,0.55,1,No,Fast Break,Right wing midfield,Goal,Yes,3,Through Ball,No,Slow Build-up,Defender,Late
2873,520,2013-01-25,2013,57,Green Dragons,Shot Attempt,Yes,7,Missed,0.55,2,Yes,Open Play,Left wing outside box,Turnover,No,-1,None,Yes,Slow Build-up,Midfielder,Middle
2874,520,2013-01-25,2013,6,Green Dragons,Shot Attempt,Yes,21,Saved by GK,0.08,2,No,Open Play,Left wing close to box,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Striker,Early
2875,521,2013-01-28,2013,29,Purple Panthers,Shot Attempt,Yes,8,Goal,0.55,3,No,Set Piece,Right wing close to box,Goal,Yes,3,None,Yes,Quick Attack,Winger,Early
2876,521,2013-01-28,2013,63,Purple Panthers,Shot Attempt,Yes,21,On Target,0.14,3,Yes,Fast Break,Right wing close to box,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Midfielder,Late
2877,521,2013-01-28,2013,5,Purple Panthers,Shot Attempt,Yes,13,On Target,0.28,1,Yes,Set Piece,Central outside box,Saved by GK,Yes,2,Cutback,No,Quick Attack,Defender,Early
2878,521,2013-01-28,2013,30,Purple Panthers,Corner,Yes,15,Saved by GK,0.37,1,Yes,Open Play,Left wing midfield,Goal,No,3,Cutback,Yes,Slow Build-up,Winger,Early
2879,521,2013-01-28,2013,24,Purple Panthers,Pass Sequence,No,,,0.0,6,No,Fast Break,Right wing close to box,Retained Possession,Yes,1,Cutback,No,Quick Attack,Winger,Early
2880,521,2013-01-28,2013,35,Purple Panthers,Shot Attempt,Yes,29,Goal,0.12,3,No,Set Piece,Left wing midfield,Goal,Yes,3,Cross,Yes,Quick Attack,Striker,Middle
2881,522,2013-02-06,2013,59,Orange Tigers,Counterattack,Yes,26,Goal,0.19,1,No,Set Piece,Central outside box,Goal,Yes,3,None,Yes,Slow Build-up,Defender,Middle
2882,522,2013-02-06,2013,14,Orange Tigers,Free Kick,Yes,16,Saved by GK,0.26,1,No,Open Play,Central inside box,Retained Possession,Yes,1,Through Ball,No,Slow Build-up,Striker,Early
2883,522,2013-02-06,2013,67,Orange Tigers,Free Kick,Yes,13,On Target,0.14,2,Yes,Set Piece,Right wing inside box,Saved by GK,Yes,2,Through Ball,Yes,Slow Build-up,Defender,Late
2884,522,2013-02-06,2013,61,Orange Tigers,Pass Sequence,No,,,0.0,2,Yes,Open Play,Right wing midfield,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Midfielder,Late
2885,522,2013-02-06,2013,32,Orange Tigers,Counterattack,Yes,15,Saved by GK,0.33,3,No,Fast Break,Right wing inside box,Turnover,No,-1,None,No,Quick Attack,Midfielder,Middle
2886,523,2013-02-11,2013,49,Red Bulls,Free Kick,Yes,29,Saved by GK,0.15,2,Yes,Open Play,Right wing close to box,Goal,No,3,Cutback,Yes,Quick Attack,Defender,Middle
2887,523,2013-02-11,2013,57,Red Bulls,Corner,Yes,24,Missed,0.09,3,Yes,Set Piece,Left wing midfield,Turnover,No,-1,None,No,Quick Attack,Striker,Middle
2888,523,2013-02-11,2013,88,Red Bulls,Counterattack,Yes,6,Goal,0.55,2,Yes,Open Play,Left wing outside box,Goal,Yes,3,None,No,Slow Build-up,Defender,Late
2889,523,2013-02-11,2013,48,Red Bulls,Pass Sequence,No,,,0.0,2,Yes,Set Piece,Right wing outside box,Retained Possession,Yes,1,None,No,Quick Attack,Striker,Middle
2890,523,2013-02-11,2013,32,Red Bulls,Shot Attempt,Yes,12,Saved by GK,0.18,3,Yes,Set Piece,Central midfield,Saved by GK,Yes,2,Cutback,Yes,Slow Build-up,Midfielder,Middle
2891,523,2013-02-11,2013,49,Red Bulls,Counterattack,Yes,15,Goal,0.36,3,Yes,Open Play,Central outside box,Goal,Yes,3,None,No,Slow Build-up,Striker,Middle
2892,524,2013-02-13,2013,15,Black Knights,Corner,Yes,5,Missed,0.41,1,No,Open Play,Left wing outside box,Turnover,No,-1,Through Ball,Yes,Quick Attack,Striker,Early
2893,524,2013-02-13,2013,47,Black Knights,Counterattack,Yes,10,Goal,0.69,2,No,Open Play,Right wing close to box,Goal,Yes,3,Through Ball,No,Quick Attack,Winger,Middle
2894,524,2013-02-13,2013,26,Black Knights,Corner,Yes,13,Missed,0.19,2,Yes,Open Play,Central midfield,Turnover,No,-1,None,No,Slow Build-up,Winger,Early
2895,524,2013-02-13,2013,19,Black Knights,Free Kick,Yes,30,Goal,0.13,2,No,Open Play,Left wing midfield,Goal,Yes,3,Cutback,Yes,Slow Build-up,Midfielder,Early
2896,524,2013-02-13,2013,83,Black Knights,Corner,Yes,16,Goal,0.26,2,No,Open Play,Left wing inside box,Goal,Yes,3,Cross,Yes,Quick Attack,Winger,Late
2897,525,2013-02-16,2013,76,White Eagles,Counterattack,Yes,16,Goal,0.31,3,No,Fast Break,Left wing inside box,Goal,Yes,3,None,No,Quick Attack,Defender,Late
2898,525,2013-02-16,2013,41,White Eagles,Pass Sequence,No,,,0.0,8,Yes,Fast Break,Right wing close to box,Retained Possession,Yes,1,Through Ball,Yes,Slow Build-up,Winger,Middle
2899,525,2013-02-16,2013,38,White Eagles,Counterattack,Yes,16,Missed,0.18,3,No,Set Piece,Left wing midfield,Turnover,No,-1,Through Ball,No,Slow Build-up,Winger,Middle
2900,525,2013-02-16,2013,73,White Eagles,Free Kick,Yes,13,Missed,0.11,2,No,Open Play,Central inside box,Turnover,No,-1,Through Ball,Yes,Slow Build-up,Midfielder,Late
2901,525,2013-02-16,2013,50,White Eagles,Shot Attempt,Yes,22,Saved by GK,0.07,3,No,Set Piece,Right wing outside box,Turnover,No,-1,Through Ball,No,Quick Attack,Winger,Middle
2902,525,2013-02-16,2013,84,White Eagles,Shot Attempt,Yes,25,Saved by GK,0.05,1,Yes,Open Play,Central inside box,Retained Possession,Yes,1,None,No,Quick Attack,Winger,Late
2903,526,2013-02-19,2013,46,Yellow Jackets,Counterattack,Yes,24,Saved by GK,0.06,2,Yes,Fast Break,Left wing close to box,Turnover,No,-1,Cross,No,Slow Build-up,Striker,Middle
2904,526,2013-02-19,2013,57,Yellow Jackets,Corner,Yes,9,Saved by GK,0.69,2,Yes,Fast Break,Left wing midfield,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Striker,Middle
2905,526,2013-02-19,2013,28,Yellow Jackets,Counterattack,Yes,16,Goal,0.29,1,No,Open Play,Right wing close to box,Goal,Yes,3,Cutback,No,Quick Attack,Defender,Early
2906,526,2013-02-19,2013,72,Yellow Jackets,Corner,Yes,16,Missed,0.31,1,No,Open Play,Left wing midfield,Turnover,No,-1,Cutback,No,Slow Build-up,Winger,Late
2907,526,2013-02-19,2013,40,Yellow Jackets,Corner,Yes,27,On Target,0.16,2,No,Fast Break,Right wing midfield,Saved by GK,Yes,2,None,Yes,Slow Build-up,Midfielder,Middle
2908,526,2013-02-19,2013,14,Yellow Jackets,Free Kick,Yes,27,On Target,0.15,3,Yes,Set Piece,Central outside box,Saved by GK,Yes,2,Cross,Yes,Quick Attack,Winger,Early
2909,527,2013-02-25,2013,21,Maroon Stallions,Counterattack,Yes,24,Missed,0.11,3,Yes,Set Piece,Central midfield,Turnover,No,-1,None,No,Slow Build-up,Winger,Early
2910,527,2013-02-25,2013,4,Maroon Stallions,Shot Attempt,Yes,6,On Target,0.62,2,No,Fast Break,Right wing outside box,Saved by GK,Yes,2,None,Yes,Quick Attack,Defender,Early
2911,527,2013-02-25,2013,30,Maroon Stallions,Corner,Yes,7,Goal,0.69,2,Yes,Open Play,Left wing inside box,Goal,Yes,3,Cross,Yes,Slow Build-up,Winger,Early
2912,527,2013-02-25,2013,87,Maroon Stallions,Shot Attempt,Yes,23,On Target,0.08,3,Yes,Set Piece,Central midfield,Saved by GK,Yes,2,Through Ball,No,Slow Build-up,Midfielder,Late
2913,527,2013-02-25,2013,27,Maroon Stallions,Corner,Yes,11,On Target,0.31,1,Yes,Fast Break,Left wing midfield,Saved by GK,Yes,2,Cross,Yes,Slow Build-up,Midfielder,Early
2914,528,2013-03-12,2013,75,Navy Seals,Counterattack,Yes,7,On Target,0.44,1,Yes,Set Piece,Central inside box,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Striker,Late
2915,528,2013-03-12,2013,33,Navy Seals,Counterattack,Yes,25,On Target,0.19,3,No,Fast Break,Right wing close to box,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Defender,Middle
2916,528,2013-03-12,2013,9,Navy Seals,Shot Attempt,Yes,16,Saved by GK,0.17,1,No,Open Play,Central inside box,Turnover,No,-1,None,No,Quick Attack,Striker,Early
2917,528,2013-03-12,2013,86,Navy Seals,Corner,Yes,16,Goal,0.24,1,Yes,Set Piece,Left wing midfield,Goal,Yes,3,Cross,Yes,Quick Attack,Defender,Late
2918,528,2013-03-12,2013,25,Navy Seals,Shot Attempt,Yes,7,On Target,0.56,1,Yes,Fast Break,Left wing midfield,Saved by GK,Yes,2,Cutback,Yes,Quick Attack,Defender,Early
2919,528,2013-03-12,2013,70,Navy Seals,Pass Sequence,No,,,0.0,1,Yes,Set Piece,Left wing inside box,Retained Possession,Yes,1,Cross,Yes,Slow Build-up,Striker,Late
2920,529,2013-03-14,2013,16,Forest Rangers,Corner,Yes,23,On Target,0.1,1,No,Fast Break,Central midfield,Saved by GK,Yes,2,None,Yes,Quick Attack,Midfielder,Early
2921,529,2013-03-14,2013,10,Forest Rangers,Shot Attempt,Yes,30,Saved by GK,0.19,1,No,Set Piece,Left wing midfield,Goal,No,3,Cross,Yes,Quick Attack,Striker,Early
2922,529,2013-03-14,2013,71,Forest Rangers,Corner,Yes,22,Goal,0.17,1,No,Open Play,Left wing midfield,Goal,Yes,3,Cutback,Yes,Quick Attack,Winger,Late
2923,529,2013-03-14,2013,16,Forest Rangers,Counterattack,Yes,5,Goal,0.53,3,No,Set Piece,Right wing close to box,Goal,Yes,3,Cutback,No,Slow Build-up,Winger,Early
2924,529,2013-03-14,2013,88,Forest Rangers,Corner,Yes,15,Goal,0.28,3,Yes,Set Piece,Right wing outside box,Goal,Yes,3,None,No,Slow Build-up,Midfielder,Late
2925,530,2013-03-15,2013,51,Thunder FC,Free Kick,Yes,24,On Target,0.15,1,No,Open Play,Right wing midfield,Saved by GK,Yes,2,Through Ball,No,Quick Attack,Striker,Middle
2926,530,2013-03-15,2013,37,Thunder FC,Counterattack,Yes,6,On Target,0.64,1,No,Fast Break,Right wing outside box,Saved by GK,Yes,2,None,No,Slow Build-up,Midfielder,Middle
2927,530,2013-03-15,2013,14,Thunder FC,Free Kick,Yes,17,On Target,0.3,2,Yes,Fast Break,Right wing inside box,Saved by GK,Yes,2,None,No,Slow Build-up,Defender,Early
2928,530,2013-03-15,2013,33,Thunder FC,Pass Sequence,No,,,0.0,8,No,Fast Break,Right wing midfield,Retained Possession,Yes,1,Cutback,No,Slow Build-up,Winger,Middle
2929,530,2013-03-15,2013,80,Thunder FC,Pass Sequence,No,,,0.0,2,Yes,Set Piece,Right wing close to box,Retained Possession,Yes,1,Through Ball,No,Quick Attack,Defender,Late
2930,531,2013-03-16,2013,12,Phoenix United,Corner,Yes,19,Missed,0.3,2,No,Open Play,Left wing midfield,Turnover,No,-1,Through Ball,Yes,Quick Attack,Midfielder,Early
2931,531,2013-03-16,2013,36,Phoenix United,Corner,Yes,11,Goal,0.23,2,No,Fast Break,Right wing close to box,Goal,Yes,3,Cross,No,Quick Attack,Defender,Middle
2932,531,2013-03-16,2013,70,Phoenix United,Pass Sequence,No,,,0.0,5,No,Open Play,Right wing inside box,Retained Possession,Yes,1,None,No,Quick Attack,Defender,Late
2933,531,2013-03-16,2013,45,Phoenix United,Pass Sequence,No,,,0.0,8,No,Set Piece,Left wing close to box,Retained Possession,Yes,1,Cross,No,Quick Attack,Striker,Middle
2934,531,2013-03-16,2013,29,Phoenix United,Counterattack,Yes,20,Missed,0.39,2,Yes,Open Play,Right wing outside box,Turnover,No,-1,Through Ball,No,Quick Attack,Striker,Early
2935,531,2013-03-16,2013,20,Phoenix United,Counterattack,Yes,5,Goal,0.57,2,No,Fast Break,Right wing midfield,Goal,Yes,3,Cutback,Yes,Slow Build-up,Midfielder,Early
2936,532,2013-03-17,2013,40,Storm Rovers,Counterattack,Yes,15,Saved by GK,0.21,1,Yes,Set Piece,Left wing midfield,Turnover,No,-1,Through Ball,Yes,Quick Attack,Striker,Middle
2937,532,2013-03-17,2013,26,Storm Rovers,Shot Attempt,Yes,7,Missed,0.65,2,No,Fast Break,Left wing outside box,Turnover,No,-1,Cross,No,Slow Build-up,Winger,Early
2938,532,2013-03-17,2013,79,Storm Rovers,Corner,Yes,19,Saved by GK,0.34,1,No,Open Play,Central midfield,Goal,No,3,None,No,Slow Build-up,Defender,Late
2939,532,2013-03-17,2013,13,Storm Rovers,Shot Attempt,Yes,30,Missed,0.09,2,Yes,Open Play,Right wing inside box,Turnover,No,-1,None,No,Slow Build-up,Winger,Early
2940,532,2013-03-17,2013,26,Storm Rovers,Free Kick,Yes,22,Saved by GK,0.06,3,No,Open Play,Right wing midfield,Saved by GK,Yes,2,Through Ball,Yes,Quick Attack,Winger,Early
